
JDBC::error: Column 'SystemLoad.CPYearID' is invalid in the select list because it is not contained in either an aggregate function or the GROUP BY clause.

Lookup::invrl: The argument Association[(Apply[#1 -> #2 & , #1, {1}] & )[SQLExecute[conn, systemQuery]]] is not a valid Association or a list of rules.
2016-10-17,14:24,PSEG,PE000011050420634937,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011052674657315,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011052674657315,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011054536543292,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011056014122253,2015,LPLS-INT,Null,0.
2016-10-17,14:24,PSEG,PE000011056716121046,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011057578415683,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011059591572344,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011060003832998,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011060583987198,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011061409645429,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011061866738233,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011061866738233,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011061903838233,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011061903838233,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011061947538233,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011061947538233,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011062093795939,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011062093795939,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011062576179085,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011062576179085,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011062786605919,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011063044934117,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011063767547643,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011063767547643,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011067334059428,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011069029480480,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011069369404728,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011073846585548,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011074009970389,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011074122066298,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011074213738353,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011074235094776,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011074480252989,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011074480252989,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011074487723840,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011074487723840,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011074532078475,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011074532078475,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011074533878475,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011074574294645,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011074690666506,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011075867999909,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011075992558006,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011075992558006,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011076011344670,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011076993277481,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011077038581987,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011077040181987,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011077040181987,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011077701897719,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011078488188751,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011078488188751,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011079449260697,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011079449260697,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011079900484964,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011080701370155,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011082512236278,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011084797731900,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011085173087642,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011085173087642,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011086004664446,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011086829607095,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011086829607095,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011086830407117,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011086830407117,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011087901234842,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011089450880336,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011089599252495,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011089599252495,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011089949954404,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011091306849209,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011095914522123,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011095914522123,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011099731943971,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011101130027367,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011101847919324,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011101847919324,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011101850319306,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011101850319306,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011103312222331,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011103312222331,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011103655450897,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011103873362436,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011105716270751,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011108208744167,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011109649158857,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011109944651919,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011109944651919,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011110702537849,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011113014243908,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011113016743908,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011113404530552,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011114364089188,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011114746881279,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011116635194631,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011116635194631,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011116856343891,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011116856343891,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011116893617117,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011116893617117,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011117713574411,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011119306655591,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011119306655591,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011119969128277,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011120658745412,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011121325245220,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011121327866694,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011121379918449,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011122008364492,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011122095083848,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011123006610884,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011124146990690,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011124735945075,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011124735945075,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011126318243765,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011127132625185,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011129947509147,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011131490219792,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011133618656025,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011135644010812,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011136394121876,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011136394121876,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011136460033852,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011136492300286,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011136515182194,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011136521982233,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011136579700286,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011137574715567,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011137585330667,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011138016821484,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011140493587896,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011140493587896,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011141627773023,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011141627773023,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011144829668908,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011144829668908,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011145101969275,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011145641474441,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011148671818261,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011152278504966,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011152285017989,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011152521872420,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011152521894883,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011153643914732,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011154432610979,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011157142855659,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011157787019369,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011158044511916,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011158044511916,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011163892040667,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011164056135715,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011165068599631,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011166511394670,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011166559294891,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011166817465936,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011167100495753,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011169021029283,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011173478619716,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011175217646112,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011175773844962,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011176615038900,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011176615038900,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011178899880130,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011178948392529,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011178949192529,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011181070161435,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011181334144938,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011186051613196,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011192061748171,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011194674515880,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011195179460204,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011195945860062,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011196235360599,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011196486203451,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011196793140722,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011196854198391,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011196929160084,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011196948160248,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011197630490531,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011201396685126,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011201584746559,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011202825313665,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011204960623769,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011204987936815,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011205558719689,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011207416684855,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011207803588080,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011208019779905,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011209334915797,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011214937253449,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011216102147875,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011217100471191,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011217360467263,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011218125012050,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011220012695011,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011222145209517,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011225593026760,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011225601107133,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011226493207573,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011227519338363,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011229977184505,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011230845745263,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011231570083575,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011235287755431,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011235293564948,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011236534147741,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011236536647741,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011237524131455,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011237811246162,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011237916992937,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011238427676949,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011238451602883,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011238953173405,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011239512443488,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011239652875123,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011239972053631,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011240836450245,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011241090788266,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011241234140417,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011241648274825,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011241674874785,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011243373523856,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011245445945046,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011246175108528,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011247440875741,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011248216154634,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011249442265952,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011251632310866,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011252016857946,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011252016857946,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011253090222682,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011254317800412,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011254320263293,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011254474723679,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011256491984883,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011258232533188,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011258435425840,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011258447925831,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011259464318127,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011259505312174,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011259506112174,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011259533512155,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011260281861151,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011260660316801,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011261811141486,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011262554640372,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011262559539146,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011263059562439,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011271044744537,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011271576820699,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011271931565810,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011279521647741,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011280748247991,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011281233435712,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011282186340417,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011283360301493,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011283873594482,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011285328884339,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011287301340417,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011287911957103,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011288401044618,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011288404488650,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011289463967119,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011291118547741,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011291118547741,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011292314923191,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011292314923191,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011293472443764,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011293472443764,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011295786553631,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011296818564317,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011297974551248,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011297974551248,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011298540315303,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011299721896870,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011299830735951,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011300598717180,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011300598717180,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011301456744827,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011301462544614,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011301463347128,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011301599445390,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011302331136505,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011304915940094,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011305925731500,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011306139479684,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011306140279684,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011309781038245,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011309991562284,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011312248502224,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011312248502224,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011313159389636,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011315734148258,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011317679663187,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011318977349810,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011319470893726,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011320403699591,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011320521526722,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011320521526722,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011321225237953,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011321648548489,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011323148454404,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011324977563415,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011326376890020,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011326870091520,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011327633127460,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011327633127460,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011327635663724,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011329866546837,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011330860516090,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011330860516090,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011332551863293,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011332558378295,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011332579978305,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011332617734842,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011333569961350,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011333569961350,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011333576461475,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011333576461475,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011334358615053,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011336048144614,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011339019958480,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011339481122433,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011339481122433,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011339590922206,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011339590922206,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011339615422508,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011339615422508,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011343254693726,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011343462579720,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011344286786020,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011344286786020,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011344297480029,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011344297480029,2016,GLP-NON,Null,0.
